model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	2.4135632	-0.9628648	0.35230449	4	1.2383296	-1.1487336	1.2383121	-1.1487937	2	1	0.4376725	0.43589489	0.437671	0.43589947	1.0002189	-0.9628648	nan	nan	nan	nan	nan	1.0015659	-0.67347823	nan	nan	nan	nan	-9.9219558	R0:N6:S0:1	1.0015659	20a4d9d	v2.1.5	 8.91e-05	 2.22e-02	 1.94e-02	general_bath_1D.py	2023-07-27@15:41
2L_4b_gen	2.4785661	-0.96699734	0.33183417	4	1.20789	-1.1810555	1.2078732	-1.1810097	2	1	0.43785527	0.43671981	0.43785195	0.43670996	1.0003288	-0.96699734	nan	nan	nan	nan	nan	0.99992186	-0.67600951	nan	nan	nan	nan	-10.051957	R0:N6:S0:1	0.99992186	20a4d9d	v2.1.5	 1.29e-04	 3.96e-02	 5.22e-03	general_bath_1D.py	2023-07-27@15:42
2L_4b_gen	2.3288582	-0.96356408	0.34657945	4	1.1806893	-1.1073116	1.180711	-1.1073006	2	1	0.43397746	0.42842061	0.43397463	0.42842112	0.9989674	-0.96356408	nan	nan	nan	nan	nan	1.0000405	-0.67249664	nan	nan	nan	nan	-9.7525111	R0:N6:S0:1	1.0000405	20a4d9d	v2.1.5	 9.90e-05	 3.12e-02	 5.30e-03	general_bath_1D.py	2023-07-27@15:43
2L_4b_gen	2.4530196	-0.96262346	0.31233014	4	1.1708819	-1.1687139	1.1709613	-1.1687676	2	1	0.43453487	0.43433252	0.43454476	0.43434446	0.99922167	-0.96262346	nan	nan	nan	nan	nan	0.99931119	-0.67267336	nan	nan	nan	nan	-10.000862	R0:N6:S0:1	0.99931119	20a4d9d	v2.1.5	 8.17e-05	 1.69e-02	 4.82e-03	general_bath_1D.py	2023-07-27@15:44
2L_4b_gen	2.5042634	-0.96744114	0.36818919	4	1.1932236	-1.1937956	1.193289	-1.1938816	2	1	0.43754709	0.43701835	0.4375565	0.43703343	0.99975282	-0.96744114	nan	nan	nan	nan	nan	0.99979034	-0.67728438	nan	nan	nan	nan	-10.103185	R0:N6:S0:1	0.99979034	20a4d9d	v2.1.5	 8.00e-05	 2.04e-03	 2.13e-03	general_bath_1D.py	2023-07-27@15:44
2L_4b_gen	2.5128315	-0.96760883	0.37662269	4	1.1931302	-1.1977275	1.1932727	-1.1977671	2	1	0.43809571	0.43805189	0.43811265	0.43805347	1.0000388	-0.96760883	nan	nan	nan	nan	nan	1.0000589	-0.67745539	nan	nan	nan	nan	-10.120507	R0:N6:S0:1	1.0000589	20a4d9d	v2.1.5	 8.35e-05	 8.62e-04	 4.37e-04	general_bath_1D.py	2023-07-27@15:45
2L_4b_gen	2.5161806	-0.96502205	0.30729036	4	1.1931168	-1.1994494	1.1932238	-1.1994854	2	1	0.43799819	0.43811704	0.43802065	0.43812634	0.99883087	-0.96502205	nan	nan	nan	nan	nan	0.99889075	-0.67502563	nan	nan	nan	nan	-10.127057	R0:N6:S0:1	0.99889075	20a4d9d	v2.1.5	 8.11e-05	 1.16e-03	 1.84e-04	general_bath_1D.py	2023-07-27@15:46
2L_4b_gen	2.5127016	-0.96334142	0.3484085	4	1.191711	-1.1978745	1.1916374	-1.1977931	2	1	0.43807711	0.43743746	0.43805842	0.43742123	0.99887821	-0.96334142	nan	nan	nan	nan	nan	0.99891238	-0.67379952	nan	nan	nan	nan	-10.120204	R0:N6:S0:1	0.99891238	20a4d9d	v2.1.5	 8.18e-05	 1.68e-03	 5.14e-04	general_bath_1D.py	2023-07-27@15:47
2L_4b_gen	2.5185848	-0.96324253	0.33013351	4	1.192897	-1.2009364	1.1928848	-1.2009712	2	1	0.43795038	0.43730835	0.43794942	0.43730945	0.99946925	-0.96324253	nan	nan	nan	nan	nan	0.99940326	-0.67368428	nan	nan	nan	nan	-10.131977	R0:N6:S0:1	0.99940326	20a4d9d	v2.1.5	 8.06e-05	 9.50e-04	 5.10e-04	general_bath_1D.py	2023-07-27@15:48
2L_4b_gen	2.5151103	-0.96489404	0.41556096	4	1.1922389	-1.1991437	1.1923167	-1.1992084	2	1	0.43772864	0.43746883	0.43774181	0.43747942	0.99967346	-0.96489404	nan	nan	nan	nan	nan	0.99932191	-0.67411122	nan	nan	nan	nan	-10.124645	R0:N6:S0:1	0.99932191	20a4d9d	v2.1.5	 1.31e-04	 4.43e-02	 3.97e-04	general_bath_1D.py	2023-07-27@15:49
2L_4b_gen	2.3633054	-0.96772188	0.323667	4	1.1450405	-1.1250904	1.1450495	-1.1250923	2	1	0.43056394	0.42847254	0.43056359	0.4284714	0.99959522	-0.96772188	nan	nan	nan	nan	nan	0.99912187	-0.67565176	nan	nan	nan	nan	-9.8214234	R0:N6:S0:1	0.99912187	20a4d9d	v2.1.5	 1.61e-04	 1.52e-02	 5.21e-03	general_bath_1D.py	2023-07-27@15:50
2L_4b_gen	2.3296647	-0.96754844	0.31196318	4	1.1697063	-1.1076553	1.1696708	-1.1076385	2	1	0.43353668	0.42821793	0.43352929	0.42820839	0.99931147	-0.96754844	nan	nan	nan	nan	nan	0.99991871	-0.67589076	nan	nan	nan	nan	-9.7541481	R0:N6:S0:1	0.99991871	20a4d9d	v2.1.5	 1.36e-04	 1.92e-02	 2.57e-03	general_bath_1D.py	2023-07-27@15:51
2L_4b_gen	2.4066431	-0.96486975	0.41076712	4	1.1708378	-1.1457897	1.1708287	-1.1457771	2	1	0.4341759	0.43199114	0.43417133	0.43199137	0.99945072	-0.96486975	nan	nan	nan	nan	nan	1.0001685	-0.67380588	nan	nan	nan	nan	-9.9080898	R0:N6:S0:1	1.0001685	20a4d9d	v2.1.5	 1.11e-04	 1.98e-02	 2.91e-03	general_bath_1D.py	2023-07-27@15:52
2L_4b_gen	2.4651793	-0.96773415	0.30291375	4	1.1443473	-1.1751644	1.1443698	-1.1751159	2	1	0.43191549	0.4342514	0.43191931	0.4342506	0.99852048	-0.96773415	nan	nan	nan	nan	nan	0.99833685	-0.67687164	nan	nan	nan	nan	-10.024761	R0:N6:S0:1	0.99833685	20a4d9d	v2.1.5	 9.18e-05	 2.05e-02	 3.16e-03	general_bath_1D.py	2023-07-27@15:53
2L_4b_gen	2.5013771	-0.9679134	0.35774504	4	1.1812456	-1.1922984	1.1811254	-1.1921397	2	1	0.43732122	0.43675488	0.43730211	0.43672705	0.99854885	-0.9679134	nan	nan	nan	nan	nan	0.99853406	-0.67737606	nan	nan	nan	nan	-10.097611	R0:N6:S0:1	0.99853406	20a4d9d	v2.1.5	 9.31e-05	 4.71e-03	 2.35e-03	general_bath_1D.py	2023-07-27@15:54
2L_4b_gen	2.5132562	-0.96758452	0.25884204	4	1.1885536	-1.1979957	1.1885282	-1.1979532	2	1	0.43829753	0.43744991	0.43829322	0.43744124	0.99933932	-0.96758452	nan	nan	nan	nan	nan	0.99927072	-0.67731842	nan	nan	nan	nan	-10.121343	R0:N6:S0:1	0.99927072	20a4d9d	v2.1.5	 8.03e-05	 1.17e-03	 5.51e-04	general_bath_1D.py	2023-07-27@15:55
